text,label
diagnosed,sadness
sm,neutral
robson,neutral
easiest,neutral
rajasthan,neutral
nc,neutral
stronghold,neutral
combo,neutral
wand,neutral
startling,surprise
truce,neutral
biennial,neutral
rapidly,neutral
trickle,neutral
sensing,neutral
represented,neutral
tentacles,neutral
nipple,neutral
upstate,neutral
tracy,neutral
bali,neutral
gran,neutral
norm,neutral
jumps,neutral
sandwiches,neutral
presidency,neutral
ara,neutral
footed,neutral
diffuse,neutral
stick,neutral
romero,neutral
hash,neutral
jacques,neutral
prosecuted,sadness
definite,neutral
huffington,neutral
sip,neutral
cary,neutral
leonardo,neutral
bhp,neutral
loving,love
volatile,neutral
suburban,neutral
china,neutral
tunisian,neutral
grabbed,neutral
pixel,neutral
glossy,neutral
smoky,neutral
dropping,neutral
capable,neutral
compose,neutral
pin,neutral
tipping,neutral
deterioration,sadness
altar,neutral
brewers,neutral
abel,neutral
affecting,neutral
seymour,neutral
maverick,neutral
defiant,anger
cardinals,neutral
sponge,neutral
crimson,neutral
elegant,happy
morals,neutral
statue,neutral
reformer,neutral
hometown,neutral
canucks,neutral
ledge,neutral
covent,neutral
reach,neutral
imp,neutral
michelangelo,neutral
satire,anger
genevieve,neutral
corona,neutral
lithium,neutral
examines,neutral
titanium,neutral
angle,neutral
tomas,neutral
dahl,neutral
pledged,neutral
govern,neutral
marry,happy
ashes,neutral
different,neutral
eng,neutral
document,neutral
talks,neutral
elliott,neutral
fumbled,neutral
katy,neutral
finalized,neutral
bundles,neutral
uncovered,neutral
jai,neutral
iain,neutral
dil,neutral
generation,neutral
zeta,neutral
dyed,neutral
responsibilities,neutral
impose,neutral
herds,neutral
bane,neutral
leapt,neutral
pipeline,neutral
congressional,neutral
bonding,neutral
reflection,neutral
rhino,neutral
forceful,neutral
morgan,neutral
shop,neutral
dwell,neutral
warned,fear
window,neutral
gift,happy
downwards,neutral
python,neutral
conrad,neutral
purchased,neutral
mouthed,neutral
staging,neutral
muscled,neutral
adamant,neutral
marin,neutral
delaware,neutral
hot,neutral
purchase,neutral
julian,neutral
seo,neutral
robot,neutral
scripts,neutral
softened,neutral
oblast,neutral
differed,neutral
duane,neutral
sulfate,neutral
disadvantaged,sadness
rooster,neutral
larsen,neutral
halfway,neutral
cousins,neutral
fantastic,happy
spheres,neutral
shielding,neutral
firearm,neutral
freeing,neutral
embedded,neutral
panicked,fear
global,neutral
conan,neutral
contrasts,neutral
bangladeshi,neutral
jared,neutral
tempered,neutral
deliberate,neutral
atlantis,neutral
galway,neutral
broadly,neutral
check,neutral
ages,neutral
unclear,neutral
restraining,neutral
europeans,neutral
twenty20,neutral
authoritarian,neutral
freighter,neutral
wash,neutral
unhappy,anger
warriors,neutral
reduction,neutral
gate,neutral
fed,neutral
encouraging,happy
reuters,neutral
aggressive,anger
wrestlemania,neutral
asset,neutral
investigation,neutral
mcgill,neutral
skipping,neutral
curtiss,neutral
tuned,neutral
covers,neutral
weimar,neutral
nord,neutral
thriller,neutral
gabriel,neutral
floating,neutral
ama,neutral
ultimatum,neutral
jesse,neutral
sutra,neutral
grains,neutral
cher,neutral
boutique,neutral
ernst,neutral
dallas,neutral
pyrenees,neutral
vegetable,neutral
tnt,neutral
dedicated,neutral
internally,neutral
trailer,neutral
scandinavian,neutral
neo,neutral
antilles,neutral
packs,neutral
alerted,fear
microscope,neutral
waking,neutral
predictable,neutral
danes,neutral
amore,neutral
puzzled,worry
buddhist,neutral
informed,neutral
excessive,neutral
rams,neutral
dove,neutral
immense,neutral
wince,fear
fruits,neutral
einstein,neutral
arched,neutral
decor,neutral
follower,neutral
heavy,neutral
close,neutral
pinto,neutral
dutton,neutral
flash,neutral
convert,neutral
craft,neutral
shortages,neutral
timeline,neutral
alone,neutral
accidental,neutral
bradley,neutral
skye,neutral
affiliation,neutral
courage,happy
dash,neutral
peripheral,neutral
softness,neutral
projectile,neutral
bliss,happy
settlers,neutral
nutritional,neutral
viktor,neutral
sampling,neutral
scattering,neutral
seamen,neutral
chan,neutral
une,neutral
suspend,neutral
shuddered,fear
cole,neutral
basel,neutral
affiliated,neutral
cultures,neutral
clapping,happy
survives,neutral
perceptions,neutral
holdings,neutral
contracting,neutral
adoptive,neutral
unfit,sadness
reached,neutral
backbone,neutral
fangs,neutral
elbow,neutral
equator,neutral
fences,neutral
tammy,neutral
illegal,anger
moe,neutral
fewer,neutral
sanford,neutral
milling,neutral
howard,neutral
accurately,neutral
maxim,neutral
iihf,neutral
fingernails,neutral
staggered,neutral
wills,neutral
bankrupt,neutral
structure,neutral
tasha,neutral
identifiable,neutral
fife,neutral
filling,neutral
archie,neutral
amir,neutral
virgil,neutral
parenting,neutral
binary,neutral
newsweek,neutral
africa,neutral
eton,neutral
eat,neutral
clement,neutral
assure,neutral
equations,neutral
islamic,neutral
peppers,neutral
humboldt,neutral
reading,neutral
alligator,neutral
gaming,neutral
sailors,neutral
overheard,neutral
reminds,neutral
freely,neutral
savoy,neutral
tearing,sadness
realities,neutral
sciences,neutral
hardest,neutral
icon,neutral
humphrey,neutral
ballots,neutral
sterling,neutral
tangle,anger
wonders,surprise
concerns,worry
hopeful,happy
mantle,neutral
alter,neutral
leap,neutral
balance,neutral
deliveries,neutral
cartoons,neutral
reelection,neutral
demetrius,neutral
bandit,neutral
faction,neutral
quiz,neutral
visions,neutral
sensory,neutral
moths,neutral
donate,love
gui,neutral
feeds,neutral
clarence,neutral
neighbor,neutral
klein,neutral
probing,neutral
abrams,neutral
chesapeake,neutral
usually,neutral
sienna,neutral
blinds,neutral
freelance,neutral
distinguishing,neutral
descriptions,neutral
disciplined,neutral
catalina,neutral
banda,neutral
overseas,neutral
joins,neutral
synchronized,neutral
collective,neutral
lizards,neutral
pausing,neutral
loch,neutral
tire,neutral
fuji,neutral
dentist,neutral
peking,neutral
anton,neutral
railing,neutral
wealthiest,happy
attention,neutral
lived,neutral
excavated,neutral
grande,neutral
colder,neutral
scrapped,sadness
tulsa,neutral
metal,neutral
indicator,neutral
remembering,neutral
bridgeport,neutral
coverage,neutral
beirut,neutral
kala,neutral
orchestral,neutral
syndrome,neutral
governance,neutral
patches,neutral
peck,neutral
foremost,neutral
flinched,fear
surveillance,neutral
mundane,neutral
grammatical,neutral
brighton,neutral
vargas,neutral
gamble,neutral
makes,neutral
dough,neutral
clown,neutral
fray,neutral
imperative,neutral
u2,neutral
debris,neutral
schooling,neutral
parental,neutral
feedback,neutral
relatives,neutral
leveled,neutral
deposits,neutral
shandong,neutral
relocating,neutral
lynx,neutral
puppets,neutral
suits,neutral
mannheim,neutral
pulpit,neutral
widows,neutral
unwanted,neutral
neck,neutral
awake,neutral
stored,neutral
wiring,neutral
cyrus,neutral
macro,neutral
asteroid,neutral
sticking,neutral
walker,neutral
oven,neutral
penis,neutral
skins,neutral
medical,neutral
fran,neutral
southwest,neutral
ban,neutral
paterson,neutral
medieval,neutral
paranormal,neutral
havre,neutral
saying,neutral
patty,neutral
institutional,neutral
frowns,worry
verona,neutral
cleared,neutral
isil,neutral
brave,happy
evacuate,neutral
tide,neutral
dow,neutral
kitten,neutral
reduced,neutral
guardian,neutral
aspen,neutral
raked,neutral
wings,neutral
laptop,neutral
cafe,neutral
panthers,neutral
spell,neutral
punk,neutral
neue,neutral
shudder,fear
ornate,happy
sar,neutral
microphone,neutral
mfa,neutral
fluent,neutral
specialized,neutral
pilgrim,neutral
sense,neutral
competence,neutral
fulfill,neutral
grazed,neutral
husky,neutral
one,neutral
soviets,neutral
becoming,neutral
augusta,neutral
consistent,neutral
cleanup,neutral
bones,neutral
death,sadness
musique,neutral
introductory,neutral
sts,neutral
longitude,neutral
gazed,neutral
slabs,neutral
epstein,neutral
caressing,love
emanuel,neutral
nonprofit,neutral
remote,neutral
representing,neutral
kai,neutral
malaga,neutral
ballads,neutral
steamboat,neutral
larger,neutral
boost,neutral
donegal,neutral
dom,neutral
confident,happy
destination,neutral
presenting,neutral
candle,neutral
mackenzie,neutral
sending,neutral
stroking,love
resemble,neutral
handled,neutral
ghent,neutral
circa,neutral
strategic,neutral
gotten,neutral
faso,neutral
clean,neutral
blossom,neutral
grab,neutral
foreign,neutral
help,neutral
cipher,neutral
samurai,neutral
splitting,neutral
room,neutral
lanka,neutral
reasoning,neutral
attack,anger
behold,neutral
continental,neutral
indicators,neutral
smarter,happy
slowly,neutral
anand,neutral
abd,neutral
multiplayer,neutral
fiber,neutral
orders,neutral
faux,neutral
covenant,neutral
sat,neutral
upton,neutral
slamming,neutral
trondheim,neutral
labrador,neutral
acknowledged,neutral
stairway,neutral
facilitates,neutral
murmurs,neutral
fleeting,neutral
anchor,neutral
perfectly,happy
babe,love
collapsing,fear
radius,neutral
andres,neutral
routinely,neutral
silesia,neutral
oz,neutral
mobilization,neutral
linen,neutral
pets,neutral
parkinson,neutral
eldest,neutral
crude,neutral
reportedly,neutral
seas,neutral
recognised,happy
vickers,neutral
lowry,neutral
urdu,neutral
fei,neutral
cables,neutral
plenty,neutral
clouded,neutral
humanist,neutral
jensen,neutral
erotic,neutral
scar,neutral
unfair,anger
burke,neutral
cow,neutral
neglect,neutral
breakout,anger
padded,neutral
disgrace,anger
colleen,neutral
cuthbert,neutral
grandson,neutral
fort,neutral
consequence,neutral
migratory,neutral
guild,neutral
avoids,neutral
reliability,neutral
hounds,neutral
mushroom,neutral
meal,neutral
stout,happy
seminole,neutral
blamed,anger
nee,neutral
faster,neutral
tells,neutral
beth,neutral
shelly,neutral
nose,neutral
drainage,neutral
hammered,neutral
belt,neutral
appointed,neutral
johnnie,neutral
accepted,neutral
omega,neutral
ventilation,neutral
cardboard,neutral
assignment,neutral
dated,neutral
tending,neutral
cobra,neutral
moment,neutral
detachments,neutral
stimulus,neutral
vanishing,neutral
dayton,neutral
browns,neutral
namesake,neutral
escaping,neutral
dixie,neutral
watering,neutral
juliette,neutral
spencer,neutral
rf,neutral
hooded,neutral
mermaid,neutral
hospital,neutral
corrected,neutral
warily,fear
targets,neutral
lynn,neutral
raised,neutral
bessie,neutral
roth,neutral
kitty,neutral
tao,neutral
goodwin,neutral
circulation,neutral
outs,neutral
rufus,neutral
nosed,neutral
strikes,anger
stink,anger
sussex,neutral
reassigned,neutral
lublin,neutral
scream,neutral
complexion,neutral
sort,neutral
babu,neutral
motive,neutral
bus,neutral
hid,neutral
lazy,anger
fern,neutral
grasses,neutral
crow,neutral
frontier,neutral
isotope,neutral
femme,neutral
sooner,neutral
hyde,neutral
odyssey,neutral
ransom,neutral
environments,neutral
palestinians,neutral
consecrated,love
empowered,neutral
selected,neutral
ricky,neutral
instrument,neutral
glazed,neutral
crate,neutral
scorpion,neutral
putin,neutral
toilet,neutral
sits,neutral
amara,neutral
wallace,neutral
sf,neutral
calves,neutral
experiences,neutral
hilary,neutral
furrowed,neutral
valuable,happy
leaving,neutral
escaped,neutral
homosexuality,neutral
gemini,neutral
mira,neutral
symmetry,neutral
currie,neutral
ezekiel,neutral
concession,neutral
harbor,neutral
fc,neutral
escape,neutral
begs,sadness
receiver,neutral
washington,neutral
semester,neutral
bengals,neutral
analyses,neutral
sulawesi,neutral
pear,neutral
betsy,neutral
hitting,anger
tan,neutral
turn,neutral
magnesium,neutral
tends,neutral
spice,neutral
aidan,neutral
mariana,neutral
christi,neutral
disliked,anger
paused,neutral
cid,neutral
apron,neutral
generated,neutral
elephant,neutral
orbit,neutral
graf,neutral
mor,neutral
density,neutral
seeks,neutral
screw,neutral
slits,neutral
patrons,neutral
rolling,neutral
relativity,neutral
rothschild,neutral
monarch,neutral
wharton,neutral
pajamas,neutral
hybrids,neutral
ventures,neutral
separating,neutral
vibrant,happy
archeological,neutral
batter,neutral
braking,neutral
born,neutral
haunt,neutral
ops,neutral
nils,neutral
ethnicity,neutral
happier,happy
marrying,happy
puzzles,neutral
julius,neutral
alloys,neutral
lazarus,neutral
eliminating,neutral
bottle,neutral
horst,neutral
central,neutral
harold,neutral
unto,neutral
pops,neutral
experiment,neutral
gunter,neutral
refit,neutral
founded,neutral
explanations,neutral
ambassadors,neutral
lane,neutral
giants,neutral
intellectual,neutral
chopper,neutral
ussr,neutral
friends,neutral
thrown,neutral
saddam,neutral
xp,neutral
mining,neutral
uniforms,neutral
gaius,neutral
designation,neutral
recent,neutral
nautical,neutral
sands,neutral
ciudad,neutral
genetically,neutral
sac,neutral
floors,neutral
hilt,neutral
penthouse,neutral
growled,anger
curled,neutral
usher,neutral
geographic,neutral
brow,neutral
bala,neutral
youngest,neutral
echoing,neutral
trois,neutral
he,neutral
topic,neutral
prevention,neutral
shivered,fear
moving,neutral
ss,neutral
damages,anger
resembles,neutral
attacking,anger
decca,neutral
tasked,neutral
analytics,neutral
nueva,neutral
sustain,neutral
soils,neutral
shrub,neutral
yahoo,neutral
regard,neutral
tempted,love
geographical,neutral
colon,neutral
hemingway,neutral
mainland,neutral
macquarie,neutral
frequency,neutral
pendulum,neutral
suburbs,neutral
investigations,neutral
nik,neutral
realizes,neutral
thin,neutral
wholly,neutral
chili,neutral
grain,neutral
accord,neutral
rocks,neutral
jelly,neutral
communal,neutral
ignited,neutral
possesses,neutral
alyssa,neutral
obviously,neutral
wool,neutral
dunes,neutral
madras,neutral
shopping,neutral
cautiously,fear
blindly,anger
toppled,neutral
replica,neutral
atrium,neutral
critically,anger
dario,neutral
engagements,happy
colonists,neutral
redevelopment,neutral
chariot,neutral
taped,neutral
spectacle,surprise
sammy,neutral
janet,neutral
read,neutral
advocacy,neutral
monuments,neutral
aquarium,neutral
infringement,anger
curse,anger
arriving,neutral
cracking,neutral
dail,neutral
sleeves,neutral
order,neutral
fill,neutral
carried,neutral
deserve,neutral
angel,neutral
lash,neutral
luc,neutral
pcs,neutral
otis,neutral
commando,neutral
even,neutral
macau,neutral
quieter,neutral
maggie,neutral
adviser,neutral
investigated,neutral
severn,neutral
jameson,neutral
cobalt,neutral
inwardly,neutral
nas,neutral
rushed,neutral
legions,neutral
algerian,neutral
bean,neutral
describing,neutral
vanished,neutral
menu,neutral
reset,neutral
ornamental,neutral
pine,neutral
blur,neutral
chandler,neutral
analytical,neutral
dick,neutral
citizen,neutral
astronomical,neutral
franciscan,neutral
patrol,neutral
balanced,neutral
mom,neutral
apologies,sadness
parody,neutral
jump,neutral
drugs,neutral
northwards,neutral
olympiad,neutral
specials,neutral
fitz,neutral
specification,neutral
serviced,neutral
reece,neutral
biased,anger
trash,anger
slap,neutral
lenin,neutral
grimm,neutral
ideals,neutral
mirror,neutral
verde,neutral
pools,neutral
mad,anger
extend,neutral
being,neutral
thrive,happy
stevie,neutral
stern,anger
corpus,neutral
finley,neutral
unexpected,surprise
immigrated,neutral
willed,happy
finding,neutral
az,neutral
craven,anger
courier,neutral
pictures,neutral
bull,neutral
botanic,neutral
qur,neutral
bloc,neutral
ellison,neutral
echoed,neutral
ali,neutral
spores,neutral
bernie,neutral
diamond,neutral
norwegian,neutral
restructuring,neutral
trajectory,neutral
edith,neutral
crested,neutral
reporters,neutral
planners,neutral
disappears,neutral
dakota,neutral
bargaining,neutral
sacked,sadness
rourke,neutral
fundraiser,neutral
positioned,neutral
commissioning,neutral
egg,neutral
personalities,neutral
ankles,neutral
jerk,anger
marx,neutral
weather,neutral
baldwin,neutral
plumbing,neutral
yen,neutral
unmistakable,neutral
flyer,neutral
burgess,neutral
promote,neutral
clothed,neutral
ecosystem,neutral
internship,neutral
swallow,neutral
adventures,neutral
expecting,happy
francoise,neutral
sentenced,sadness
brink,neutral
merchant,neutral
oriented,neutral
mo,neutral
puts,neutral
slab,neutral
surrounds,neutral
barbarians,neutral
cringed,fear
accept,neutral
goblin,neutral
electrons,neutral
genuine,neutral
the,neutral
jonny,neutral
anthropology,neutral
jacobite,neutral
tuck,neutral
filters,neutral
defected,anger
impression,neutral
magnificent,happy
convened,neutral
dismiss,sadness
folded,neutral
walks,neutral
innovation,neutral
ruben,neutral
rees,neutral
helped,happy
earthquakes,neutral
scholastic,neutral
develop,neutral
fragile,sadness
lombardy,neutral
bromwich,neutral
jackets,neutral
jumping,neutral
coordinate,neutral
broad,neutral
dominant,neutral
closest,neutral
timely,neutral
gretchen,neutral
shone,happy
turnover,neutral
roadside,neutral
stacked,neutral
clearance,neutral
aztec,neutral
leigh,neutral
diner,neutral
patrice,neutral
bolsheviks,neutral
unemployment,sadness
flea,neutral
trends,neutral
benefactor,happy
packaged,neutral
collisions,neutral
if,neutral
soda,neutral
parasite,neutral
convection,neutral
typhoon,neutral
urgently,neutral
directly,neutral
motorized,neutral
comply,neutral
annoyed,anger
hazards,fear
nippon,neutral
exploited,anger
purdue,neutral
thoughtfully,neutral
cocked,neutral
harmed,sadness
fungus,neutral
westward,neutral
slipping,neutral
mickey,neutral
jennings,neutral
warmer,happy
italianate,neutral
progressively,neutral
rivals,neutral
resides,neutral
cuckoo,neutral
moroccan,neutral
skipper,neutral
maneuver,neutral
refurbishment,neutral
polo,neutral
sneered,anger
titan,neutral
bravo,happy
fielded,neutral
currents,neutral
nos,neutral
igor,neutral
poor,sadness
nectar,neutral
obesity,neutral
rochelle,neutral
partition,neutral
al,neutral
coco,neutral
colors,neutral
startled,fear
vie,neutral
exhaust,neutral
tingling,sadness
constitute,neutral
brands,neutral
nokia,neutral
sweeney,neutral
bryant,neutral
intercepted,neutral
satisfactory,happy
continually,neutral
xander,neutral
procession,neutral
burns,sadness
midtown,neutral
smaller,neutral
case,neutral
specially,neutral
famously,happy
modify,neutral
timeless,happy
revolving,neutral
indy,neutral
technician,neutral
duchy,neutral
celaena,neutral
inhabited,neutral
felix,neutral
sanders,neutral
magnet,neutral
mohammad,neutral
banker,neutral
geared,neutral
allah,neutral
kimberly,neutral
shapiro,neutral
kensington,neutral
insurrection,neutral
several,neutral
biblical,neutral
steppe,neutral
guadalupe,neutral
nur,neutral
luminous,neutral
olive,neutral
jc,neutral
chin,neutral
freedom,neutral
develops,neutral
finest,happy
mbc,neutral
responsible,happy
fail,sadness
copper,neutral
pounded,neutral
scares,fear
repertoire,neutral
awakened,neutral
travelled,neutral
panted,love
reaching,neutral
mechanisms,neutral
bipolar,neutral
deutsche,neutral
notions,neutral
clustered,neutral
sprayed,neutral
absolute,neutral
lucky,happy
paige,neutral
stacey,neutral
liberated,neutral
stagecoach,neutral
recovery,neutral
medicines,neutral
nash,neutral
brew,neutral
provoked,anger
donovan,neutral
task,neutral
lever,neutral
bolshevik,neutral
wc,neutral
describes,neutral
spelling,neutral
carries,neutral
posed,neutral
admission,happy
creative,happy
circling,neutral
thyroid,neutral
rebel,anger
begun,neutral
staying,neutral
sylvie,neutral
fictional,neutral
apologize,sadness
suspicious,fear
calls,neutral
mendoza,neutral
heroic,happy
wards,neutral
hips,neutral
lennox,neutral
amanda,neutral
confronting,neutral
barrio,neutral
scotch,neutral
activate,neutral
wireless,neutral
icelandic,neutral
bestseller,happy
fictitious,neutral
picnic,neutral
extinguished,neutral
musica,neutral
probably,neutral
mn,neutral
gripping,neutral
forster,neutral
protector,neutral
frequent,neutral
demand,neutral
tombs,neutral
supervising,neutral
hoping,neutral
childbirth,neutral
palestinian,neutral
telecommunication,neutral
dietrich,neutral
bounce,neutral
interface,neutral
honestly,neutral
salesman,neutral
raja,neutral
herzegovina,neutral
mustang,neutral
encourage,happy
fails,sadness
pop,neutral
fuels,neutral
junk,neutral
bordering,neutral
rubbing,neutral
switched,neutral
outward,neutral
invading,fear
conductor,neutral
trucks,neutral
investigates,neutral
adaptive,neutral
mayer,neutral
vanilla,neutral
attested,neutral
heartland,neutral
mayhem,neutral
buttons,neutral
ridley,neutral
charming,love
drafted,neutral
cover,neutral
intellectuals,neutral
worker,neutral
actively,happy
shaped,neutral
medium,neutral
woman,neutral
morphological,neutral
patented,neutral
realising,neutral
abyss,neutral
fortified,neutral
influential,neutral
eki,neutral
bladder,neutral
consciously,neutral
elizabeth,neutral
talbot,neutral
caused,neutral
adjust,neutral
weiss,neutral
consultative,neutral
lan,neutral
sitting,neutral
compromised,neutral
awaited,neutral
potomac,neutral
hook,neutral
milton,neutral
evangelist,neutral
narrows,neutral
travelling,neutral
retreated,neutral
flattened,neutral
aachen,neutral
mischief,anger
tangled,worry
novelty,surprise
existed,neutral
practice,neutral
dubbed,neutral
hired,neutral
stones,neutral
comb,neutral
marks,neutral
sheep,neutral
qin,neutral
susie,neutral
reuben,neutral
checks,neutral
jurisprudence,neutral
dinners,neutral
lighter,neutral
associated,neutral
puget,neutral
bam,neutral
communicated,neutral
bei,neutral
light,neutral
hart,neutral
thomas,neutral
cartridges,neutral
drop,neutral
rick,neutral
humanitarian,neutral
upgrade,neutral
marxism,neutral
frenchman,neutral
della,neutral
easing,happy
ordered,neutral
hannibal,neutral
beta,neutral
accreditation,neutral
publicized,neutral
batch,neutral
heinrich,neutral
smoothing,neutral
thoroughly,neutral
resin,neutral
confronts,neutral
expanse,neutral
render,neutral
renewed,neutral
scrolls,neutral
prussia,neutral
financed,neutral
tongues,neutral
peerage,neutral
newer,neutral
breadth,neutral
micah,neutral
helps,neutral
administered,neutral
forums,neutral
vine,neutral
liam,neutral
normally,neutral
warwickshire,neutral
theatrical,neutral
clandestine,neutral
externally,neutral
ambulance,neutral
origins,neutral
kc,neutral
displacement,neutral
expresses,neutral
pieter,neutral
cycles,neutral
mandir,neutral
definitely,neutral
handful,neutral
transmit,neutral
grammar,neutral
clemson,neutral
antibiotics,neutral
stefan,neutral
sherwood,neutral
franz,neutral
deportation,anger
rarely,neutral
tesla,neutral
premium,happy
cause,neutral
prove,neutral
committee,neutral
los,neutral
ozone,neutral
intends,neutral
voltage,neutral
kettle,neutral
paddy,neutral
wrist,neutral
outfit,neutral
salon,neutral
balls,neutral
towering,neutral
charismatic,love
wynn,neutral
worst,sadness
hess,neutral
exist,neutral
makers,neutral
drawing,neutral
concerning,neutral
innovations,neutral
yourself,neutral
duck,neutral
advocated,neutral
roommate,neutral
democracy,neutral
disputes,anger
precious,happy
reside,neutral
predicting,neutral
nexus,neutral
messing,sadness
horticultural,neutral
grossed,neutral
salty,neutral
submerged,neutral
pristine,neutral
rack,neutral
ken,neutral
larkin,neutral
slug,neutral
connor,neutral
raids,fear
lac,neutral
gigs,neutral
accents,neutral
repeating,neutral
mg,neutral
launched,neutral
orange,neutral
rearview,neutral
haven,neutral
migrated,neutral
stumble,neutral
fallout,neutral
picture,neutral
zhang,neutral
rags,neutral
stride,neutral
hawk,neutral
mx,neutral
achieve,neutral
belarusian,neutral
maxi,neutral
initiating,neutral
monastic,neutral
ceylon,neutral
scrub,neutral
academie,neutral
objected,anger
bias,anger
bf,neutral
hastings,neutral
irrelevant,neutral
vo,neutral
vatican,neutral
unarmed,neutral
downing,neutral
clocks,neutral
blink,neutral
compulsion,neutral
narrowly,neutral
jedi,neutral
alan,neutral
determine,neutral
howled,neutral
gulf,neutral
periodically,neutral
convinces,neutral
decreased,neutral
cartel,neutral
ultimate,neutral
silky,neutral
ministry,neutral
staircase,neutral
explaining,neutral
landscapes,neutral
weighed,neutral
uncover,neutral
internacional,neutral
intersect,neutral
slides,neutral
rudy,neutral
manson,neutral
rock,neutral
weber,neutral
marquess,neutral
flanders,neutral
overlooked,sadness
directorate,neutral
donna,neutral
navarro,neutral
contracted,neutral
business,neutral
operatic,neutral
muslims,neutral
intact,happy
whale,neutral
crust,neutral
consume,neutral
arrange,neutral
passion,happy
throws,neutral
concentrated,neutral
reared,neutral
averaged,neutral
distribute,neutral
moscow,neutral
awkwardly,neutral
trips,neutral
believe,happy
backside,neutral
festivities,happy
sparks,neutral
supermarket,neutral
burkina,neutral
apostle,neutral
hemisphere,neutral
rotated,neutral
uncle,neutral
wonderland,neutral
gifts,neutral
augmented,neutral
removal,neutral
insides,neutral
prequel,neutral
whistle,neutral
leopold,neutral
huey,neutral
eastman,neutral
heads,neutral
os,neutral
expressing,neutral
vibrated,neutral
huts,neutral
imminent,fear
aura,neutral
baton,neutral
pledge,neutral
networking,neutral
triggered,neutral
dare,neutral
castillo,neutral
aviator,neutral
buys,neutral
quad,neutral
nutrients,neutral
stiff,neutral
mats,neutral
tunnels,neutral
attracting,love
complain,anger
holds,neutral
anticipating,happy
para,neutral
sedan,neutral
originates,neutral
gathered,neutral
avenue,neutral
gregory,neutral
authorized,neutral
pensacola,neutral
pas,neutral
randomly,neutral
cursed,fear
firth,neutral
absurd,anger
finite,neutral
processors,neutral
mirza,neutral
freeman,neutral
legislative,neutral
argyll,neutral
scented,neutral
implemented,neutral
morris,neutral
prevalence,neutral
sharon,neutral
wilhelm,neutral
paint,neutral
tremble,fear
cool,neutral
shields,neutral
bolivian,neutral
write,neutral
housed,neutral
payments,neutral
camilla,neutral
numbered,neutral
institution,neutral
gladly,happy
generic,neutral
pursuing,love
bloomberg,neutral
lie,anger
bronx,neutral
disruption,neutral
pr,neutral
dismounted,neutral
disturbed,fear
swearing,anger
denies,neutral
tyrant,anger
mythical,neutral
asteroids,neutral
sweetheart,love
safely,neutral
whore,neutral
transporting,neutral
granddaughter,neutral
embraced,love
smallest,neutral
joaquin,neutral
darryl,neutral
consumption,neutral
universite,neutral
activated,neutral
very,neutral
shin,neutral
administer,neutral
collar,neutral
dazzling,happy
orbital,neutral
folklore,neutral
lifespan,neutral
straightforward,neutral
louis,neutral
delighted,happy
scans,neutral
hunts,neutral
counters,neutral
reclamation,neutral
kobayashi,neutral
compressed,neutral
thighs,neutral
ingredients,neutral
various,neutral
leon,neutral
continuity,neutral
internationale,neutral
maison,neutral
miocene,neutral
layered,neutral
cal,neutral
splinter,neutral
confederation,neutral
dizzy,neutral
rousseau,neutral
ducked,neutral
youthful,neutral
regretted,sadness
bucket,neutral
lunar,neutral
granny,neutral
hold,neutral
parasites,neutral
rash,neutral
mercantile,neutral
grouping,neutral
wasps,neutral
constructions,neutral
penny,neutral
renaming,neutral
showcases,neutral
proxy,neutral
stresses,neutral
spinning,neutral
signing,neutral
constituent,neutral
zhu,neutral
nr,neutral
teatro,neutral
questions,neutral
painting,neutral
etienne,neutral
wants,neutral
bautista,neutral
ks,neutral
vince,neutral
orthodox,neutral
strapped,neutral
siberian,neutral
comedies,happy
engined,neutral
strap,neutral
blonde,neutral
olivier,neutral
abstraction,neutral
interrogation,neutral
kgb,neutral
affected,neutral
dino,neutral
man,neutral
midland,neutral
asleep,neutral
lorraine,neutral
deluxe,neutral
abdomen,neutral
drug,neutral
ventura,neutral
psychedelic,neutral
antarctic,neutral
wondered,neutral
crush,neutral
reacts,neutral
superiority,happy
literal,neutral
insurance,neutral
putnam,neutral
tensions,fear
unbearable,sadness
spin,neutral
deployed,neutral
inclusion,neutral
bud,neutral
radiant,happy
wrenched,sadness
electrical,neutral
mari,neutral
centered,neutral
hooks,neutral
sustainable,neutral
societal,neutral
sobbing,sadness
lindsay,neutral
organize,neutral
acquainted,neutral
facts,neutral
scalp,neutral
discontent,anger
footballers,neutral
wat,neutral
quiver,neutral
bribes,anger
marketplace,neutral
serve,neutral
indies,neutral
italiana,neutral
anatolia,neutral
toy,neutral
spectrum,neutral
reddish,neutral
probe,neutral
known,neutral
windshield,neutral
adjusting,neutral
milan,neutral
explain,neutral
superiors,neutral
nationally,neutral
prose,neutral
eco,neutral
benny,neutral
meath,neutral
fukuoka,neutral
geoff,neutral
portal,neutral
herd,neutral
speaks,neutral
signed,neutral
lok,neutral
restrained,neutral
liquids,neutral
slaves,neutral
confessed,neutral
wipe,neutral
distributed,neutral
considers,neutral
positioning,neutral
campaigned,neutral
widening,neutral
howl,neutral
visibly,neutral
afb,neutral
jumped,neutral
bundle,neutral
algebraic,neutral
willingness,neutral
lb,neutral
subdued,happy
galen,neutral
elisa,neutral
celebrate,happy
costumes,neutral
similar,neutral
woken,neutral
addict,neutral
za,neutral
embracing,love
fulbright,neutral
mined,neutral
moravian,neutral
boardwalk,neutral
